"","original.DOI","recent.DOI"
"5146","doi:10.3334/CDIAC/FACE-MDS/MOD.01","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5147","doi:10.3334/CDIAC/FFE.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5148","doi:10.3334/CDIAC/ffe.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5149","doi:10.3334/CDIAC/FFE.005","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5150","doi:10.3334/CDIAC/FFE.007","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5151","doi:10.3334/cdiac/ffe.007","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5152","doi:10.3334/CDIAC/ffe.007","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5153","doi:10.3334/CDIAC/FFE.ANNUALISOMASS.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5154","doi:10.3334/CDIAC/ffe.AnnualIsomass.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5155","doi:10.3334/CDIAC/FFE.ANNUALUNCERTAINTY.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5156","doi:10.3334/CDIAC/FFE.DB1013.2017","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5157","doi:10.3334/CDIAC/ffe.db1013.2017","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5158","doi:10.3334/CDIAC/FFE.MONTHLYISOMASS.2009","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5159","doi:10.3334/CDIAC/FFE.MONTHLYISOMASS.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5160","doi:10.3334/CDIAC/FFE.MONTHLYMASS.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5161","doi:10.3334/CDIAC/FFE.MONTHLYUNCERTAINTY.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5162","doi:10.3334/CDIAC/FFE.NDP006","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5163","doi:10.3334/CDIAC/ffe.ndp006","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5164","doi:10.3334/CDIAC/FFE.NDP058.2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5165","doi:10.3334/CDIAC/FFE.NDP058.2016.test1","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5166","doi:10.3334/CDIAC/GCP_2016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5167","doi:10.3334/CDIAC/GLOBAL_METHANE_BUDGET_2016_V1.1","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5168","doi:10.3334/CDIAC/LUE.DB1015","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5169","doi:10.3334/CDIAC/LUE.DB1016","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5170","doi:10.3334/CDIAC/LUE.DB1017","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5171","doi:10.3334/CDIAC/LUE.NDP017","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5172","doi:10.3334/CDIAC/LUE.NDP017.2006","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5173","doi:10.3334/CDIAC/LUE.NDP018","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5174","doi:10.3334/CDIAC/LUE.NDP046","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5175","doi:10.3334/CDIAC/LUE.NDP050","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5176","doi:10.3334/CDIAC/LUE.NDP050.2008","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5177","doi:10.3334/CDIAC/LUE.NDP055","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5178","doi:10.3334/CDIAC/LUE.NDP055.200","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5179","doi:10.3334/CDIAC/LUE.NDP055.2007","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5180","doi:10.3334/CDIAC/LUE.NDP068","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5181","doi:10.3334/CDIAC/LUE.NDP081","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5182","doi:10.3334/CDIAC/OTG.NDP004","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5183","doi:10.3334/CDIAC/OTG.NDP027","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5184","doi:10.3334/CDIAC/OTG.NDP028","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5185","doi:10.3334/CDIAC/OTG.NDP029","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5186","doi:10.3334/CDIAC/OTG.NDP036","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5187","doi:10.3334/CDIAC/OTG.NDP044","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5188","doi:10.3334/CDIAC/OTG.NDP045","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5189","doi:10.3334/CDIAC/OTG.NDP047","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5190","doi:10.3334/CDIAC/OTG.NDP051","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5191","doi:10.3334/CDIAC/OTG.NDP052","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5192","doi:10.3334/CDIAC/OTG.NDP054","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5193","doi:10.3334/CDIAC/OTG.NDP056","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5194","doi:10.3334/CDIAC/OTG.NDP060","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5195","doi:10.3334/CDIAC/OTG.NDP062","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5196","doi:10.3334/CDIAC/OTG.NDP063","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5197","doi:10.3334/CDIAC/OTG.NDP064","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5198","doi:10.3334/CDIAC/OTG.NDP065","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5199","doi:10.3334/CDIAC/OTG.NDP066","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5200","doi:10.3334/CDIAC/OTG.NDP067","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5201","doi:10.3334/CDIAC/OTG.NDP071","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5202","doi:10.3334/CDIAC/OTG.NDP074","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5203","doi:10.3334/CDIAC/OTG.NDP075","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5204","doi:10.3334/CDIAC/OTG.NDP076","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5205","doi:10.3334/CDIAC/OTG.NDP077","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5206","doi:10.3334/CDIAC/OTG.NDP079","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5207","doi:10.3334/CDIAC/OTG.NDP080","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5208","doi:10.3334/CDIAC/OTG.NDP082","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5209","doi:10.3334/CDIAC/OTG.NDP084","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5210","doi:10.3334/cdiac/otg.spco2_1982_2011_eth_som-ffn","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5211","doi:10.3334/CDIAC/OTG.SPCO2_1982_2011_ETH_SOM-FFN","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5212","doi:10.3334/cdiac/otg.spco2_1982_2011_eth_somffn","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5213","doi:10.3334/CDIAC/OTG.SPCO2_1982_2011_ETH_SOMFFN","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5214","doi:10.3334/CDIAC/SAR.DB1002","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5215","doi:10.3334/CDIAC/SAR.NDP014","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5216","doi:10.3334/CDIAC/spruce.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5217","doi:10.3334/CDIAC/SSR.NDP043A","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5218","doi:10.3334/CDIAC/SSR.NDP043B","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5219","doi:10.3334/CDIAC/ssr.ndp043b","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5220","doi:10.3334/CDIAC/SSR.NDP043C","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5221","doi:10.3334/CDIAC/TCM.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5222","doi:10.3334/CDIAC/TCM.002","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5223","doi:10.3334/CDIAC/TCM.003","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5224","doi:10.3334/CDIAC/TCM.004","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5225","doi:10.3334/CDIAC/TCM.005","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5226","doi:10.3334/CDIAC/TCM.006","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5227","doi:10.3334/CDIAC/TCM.007","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5228","doi:10.3334/CDIAC/TCM.008","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5229","doi:10.3334/CDIAC/TCM.009","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5230","doi:10.3334/CDIAC/TCM.011","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5231","doi:10.3334/CDIAC/TCM.012","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5232","doi:10.3334/CDIAC/TGE.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5233","doi:10.3334/CDIAC/VRC.001","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5234","doi:10.3334/CDIAC/VRC.002","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5235","doi:10.3334/CDIAC/VRC.003","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5236","doi:10.3334/CDIAC/VRC.DB1005","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5237","doi:10.3334/CDIAC/VRC.NDP009","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5238","doi:10.3334/CDIAC/VRC.NDP037","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
