pid,formatId,dateUploaded,datasource,scoreOverall,scoreFindable,scoreAccessible,scoreInteroperable,scoreReusable,obsoletes,obsoletedBy,sequenceId
doi:10.18739/A20Z2K,eml://ecoinformatics.org/eml-2.1.1,2017-07-25T10:25:13.734Z,urn:node:ARCTIC,0.7714286,0.75,0.57,1.0,0.73,urn:uuid:0a5d6ea0-de12-4842-ad3c-90dad52c6397,doi:10.18739/A2TZ6J,urn:uuid:0a5d6ea0-de12-4842-ad3c-90dad52c6397
doi:10.18739/A2W51B,eml://ecoinformatics.org/eml-2.1.1,2017-07-25T10:49:39.494Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:6e80d723-3ef3-43a8-86af-5e92e2ffa56c,doi:10.18739/A2GV6D,urn:uuid:6e80d723-3ef3-43a8-86af-5e92e2ffa56c
doi:10.18739/A2KJ7M,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T04:41:04.407Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:21e03beb-a523-45e6-83e0-ef4abf7c4854,doi:10.18739/A23516,urn:uuid:21e03beb-a523-45e6-83e0-ef4abf7c4854
doi:10.18739/A26B9W,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T06:02:06.728Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:bb619ee2-6028-42b5-bc98-84313c5590d5,doi:10.18739/A2382M,urn:uuid:bb619ee2-6028-42b5-bc98-84313c5590d5
doi:10.18739/A2XV4P,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T06:39:52.425Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:f6d3931d-13e2-4703-a954-4bcf228d3a8b,doi:10.18739/A2M53M,urn:uuid:f6d3931d-13e2-4703-a954-4bcf228d3a8b
doi:10.18739/A2T222,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T07:03:11.585Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:fa9facfd-61e4-4708-a6ae-78e396e32811,doi:10.18739/A2BN7G,urn:uuid:fa9facfd-61e4-4708-a6ae-78e396e32811
doi:10.18739/A2JJ79,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T07:56:48.798Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:37d251ea-67e2-47d4-8c99-b81bf62b2ac9,doi:10.18739/A29R8K,urn:uuid:37d251ea-67e2-47d4-8c99-b81bf62b2ac9
doi:10.18739/A21J68,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T08:31:07.333Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:98f43046-f74d-4af2-8b06-128a49ea4bf8,doi:10.18739/A2DR74,urn:uuid:98f43046-f74d-4af2-8b06-128a49ea4bf8
doi:10.18739/A2PB8V,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T07:09:38.757Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:9819fff5-8b4c-43c5-8175-0e96412de12e,doi:10.18739/A28Z56,urn:uuid:9819fff5-8b4c-43c5-8175-0e96412de12e
doi:10.18739/A2922D,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T08:28:53.058Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:a4bb0fd9-6d4c-4516-8398-8391ee1f0fef,doi:10.18739/A2283P,urn:uuid:a4bb0fd9-6d4c-4516-8398-8391ee1f0fef
doi:10.18739/A2FR49,eml://ecoinformatics.org/eml-2.1.1,2017-07-26T04:47:29.031Z,urn:node:ARCTIC,0.7894737,0.82,0.57,1.0,0.73,urn:uuid:89ac7b25-c75b-4d5f-90d7-da7096a6dbd1,doi:10.18739/A2JG0Z,urn:uuid:89ac7b25-c75b-4d5f-90d7-da7096a6dbd1
urn:uuid:dbe48ee3-9a84-451b-a17e-0c4406a29784,eml://ecoinformatics.org/eml-2.1.1,2017-07-17T23:14:09.975Z,urn:node:ARCTIC,0.7,0.77,0.43,0.89,0.64,,urn:uuid:7df0d3b6-4e41-4d67-b97f-ca371110950e,urn:uuid:dbe48ee3-9a84-451b-a17e-0c4406a29784
urn:uuid:c717717b-8b5c-459d-80cc-575ac6f9d445,eml://ecoinformatics.org/eml-2.1.1,2017-08-02T17:27:36.951Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:a994ce37-2275-45fd-8386-fcd56654d826,doi:10.18739/A28K74X1D,urn:uuid:6e0c900e-4896-405c-b6f0-e36f7d4ddd64
doi:10.18739/A2J517,eml://ecoinformatics.org/eml-2.1.1,2017-08-02T16:05:09.926Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:feb1416b-f55d-4d77-aa18-0b5ce6fd47ef,doi:10.18739/A2H41JN16,urn:uuid:6716d6b6-6b03-4de5-aa01-922399cdabb0
doi:10.18739/A2WC01,eml://ecoinformatics.org/eml-2.1.1,2017-08-02T17:18:43.010Z,urn:node:ARCTIC,0.41025642,0.71,0.43,0.12,0.2,doi:10.18739/A2N31G,doi:10.18739/A2125Q94Q,urn:uuid:15d9ba4e-5ed0-4bbe-8c09-e1ff13c278fd
doi:10.18739/A2RN6T,eml://ecoinformatics.org/eml-2.1.1,2017-08-02T17:20:22.608Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,doi:10.18739/A2WK6C,doi:10.18739/A24T6F372,urn:uuid:d722ff42-a67b-4e3b-846f-5a34b25b1cf4
doi:10.18739/A2MV58,eml://ecoinformatics.org/eml-2.1.1,2017-08-02T18:11:21.682Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,doi:10.18739/A21G7Z,doi:10.18739/A2DB7VQ6N,urn:uuid:8005ea04-4453-4820-848c-38d932589680
urn:uuid:265c838b-e36e-4b6b-8f7c-b72f9b5bc1ef,eml://ecoinformatics.org/eml-2.1.1,2017-07-27T21:54:42.866Z,urn:node:ARCTIC,0.7619048,0.93,0.57,0.78,0.64,urn:uuid:75ffefff-a563-40aa-837e-d04d5d4a3ff7,urn:uuid:3838c341-d33e-4403-866e-97ca07956bc4,arctic-data.13891.1
doi:10.18739/A2VR5D,eml://ecoinformatics.org/eml-2.1.1,2017-07-28T15:44:44.239Z,urn:node:ARCTIC,0.7619048,0.93,0.57,0.78,0.64,urn:uuid:3838c341-d33e-4403-866e-97ca07956bc4,doi:10.18739/A2M80H,arctic-data.13891.1
doi:10.18739/A2M80H,eml://ecoinformatics.org/eml-2.1.1,2017-07-28T16:18:36.284Z,urn:node:ARCTIC,0.7619048,0.93,0.57,0.78,0.64,doi:10.18739/A2VR5D,doi:10.18739/A29P2W65G,arctic-data.13891.1
urn:uuid:8cd2bb89-76cc-42ac-bd0d-4aa3ae8ab5da,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T17:13:30.278Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926,urn:uuid:32d53ed8-44de-4146-b473-84b6ac99c076,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
urn:uuid:32d53ed8-44de-4146-b473-84b6ac99c076,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T17:26:48.500Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:8cd2bb89-76cc-42ac-bd0d-4aa3ae8ab5da,urn:uuid:30ba300e-74bb-4fae-8ba9-42941a33c238,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
urn:uuid:405662ea-4a83-47af-ab35-3325e6be42b3,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T20:13:24.741Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:30ba300e-74bb-4fae-8ba9-42941a33c238,urn:uuid:964b695a-8319-4ba7-b682-9c3bad2e5a97,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T16:53:07.065Z,urn:node:ARCTIC,0.43589744,0.86,0.29,0.12,0.2,,urn:uuid:8cd2bb89-76cc-42ac-bd0d-4aa3ae8ab5da,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
urn:uuid:30ba300e-74bb-4fae-8ba9-42941a33c238,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T18:18:40.780Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:32d53ed8-44de-4146-b473-84b6ac99c076,urn:uuid:405662ea-4a83-47af-ab35-3325e6be42b3,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
urn:uuid:2b48ca56-f771-4b0c-9441-c861e0f355f0,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T23:05:38.135Z,urn:node:ARCTIC,0.4871795,0.86,0.43,0.12,0.3,urn:uuid:5d1411b1-d9fc-4785-adb6-48b401f8aefb,urn:uuid:36071d58-fee3-47b8-96f9-3b786917409a,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:cdd15d64-6ffd-4d06-9af5-e459178c4909,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T23:11:25.028Z,urn:node:ARCTIC,0.68292683,0.86,0.43,0.67,0.64,urn:uuid:ef7b8adc-3bec-4d7b-b6cd-df3581405969,urn:uuid:4449897f-a946-4f4f-99e8-1c9e823724c8,arctic-data.13947.1
urn:uuid:9a95a7fe-ecdd-4d57-a996-6c28a2c093a0,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:40:01.350Z,urn:node:ARCTIC,0.4871795,0.86,0.43,0.12,0.3,doi:10.18739/A2C24QM8D,urn:uuid:d7223361-3b1b-4282-b06c-554ee305a76a,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:39:50.497Z,urn:node:ARCTIC,0.4871795,0.86,0.43,0.12,0.3,,urn:uuid:8649c6fc-f74d-489c-a037-2a95a5d63ef5,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:91223fd0-9cba-47cf-b2f4-98b3273ea9c8,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:22:33.625Z,urn:node:ARCTIC,0.80487806,0.93,0.57,0.89,0.73,arctic-data.9868.1,urn:uuid:5c08c2c8-4692-4edc-9733-6065b64fcf1b,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:5d1411b1-d9fc-4785-adb6-48b401f8aefb,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:46:01.204Z,urn:node:ARCTIC,0.4871795,0.86,0.43,0.12,0.3,arctic-data.9871.1,urn:uuid:2b48ca56-f771-4b0c-9441-c861e0f355f0,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:8649c6fc-f74d-489c-a037-2a95a5d63ef5,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:59:06.479Z,urn:node:ARCTIC,0.8292683,0.93,0.57,1.0,0.73,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9,doi:10.18739/A2C24QM8D,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
arctic-data.14067.1,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T23:00:00.000Z,urn:node:ARCTIC,0.65,0.93,0.43,0.67,0.4,,urn:uuid:ec88ba01-d75e-44a1-a997-ad040ccc10f3,arctic-data.14067.1
urn:uuid:8ea517e0-374c-4145-ae8f-54e453b4cb3b,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T22:14:44.813Z,urn:node:ARCTIC,0.80487806,0.93,0.57,0.89,0.73,arctic-data.9869.1,urn:uuid:4a797ac3-a419-452a-8131-34137459fdb8,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:d7223361-3b1b-4282-b06c-554ee305a76a,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T23:00:51.803Z,urn:node:ARCTIC,0.8292683,0.93,0.57,1.0,0.73,urn:uuid:9a95a7fe-ecdd-4d57-a996-6c28a2c093a0,doi:10.18739/A27940T35,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:609b8e91-2fb2-43e7-baa1-61d33f8d9d3e,eml://ecoinformatics.org/eml-2.1.1,2017-08-04T23:16:59.951Z,urn:node:ARCTIC,0.42105263,0.77,0.43,0.12,0.2,urn:uuid:aacf3751-240d-412f-812d-11e275ba9eb7,arctic-data.9871.1,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:4a797ac3-a419-452a-8131-34137459fdb8,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T17:43:01.119Z,urn:node:ARCTIC,0.7804878,0.86,0.57,0.89,0.73,urn:uuid:8ea517e0-374c-4145-ae8f-54e453b4cb3b,arctic-data.9868.1,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:e5bf9560-475e-481d-b1b5-e4f443925f2d,eml://ecoinformatics.org/eml-2.1.1,2017-08-08T21:29:38.942Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:cd01df58-1a3e-4266-9e35-ef5bf80a4f71,urn:uuid:fc280b23-59fb-4d00-8ce9-53b7c1b94ab4,
doi:10.18739/A2KR5X,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T22:13:00.626Z,urn:node:ARCTIC,0.43589744,0.79,0.43,0.12,0.2,doi:10.18739/A2BH1T,doi:10.18739/A2057CS7S,urn:uuid:cb525be9-8eef-4b37-87f5-7abadc5260cc
urn:uuid:e2384d7d-ba5c-4e92-900e-79a0c44aba1e,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T21:06:15.327Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:9f967a18-997a-4f8b-816d-39e4a0b9d74b,doi:10.18739/A2VD6P539,urn:uuid:184d39aa-ef98-4e9a-b00b-91d94808eb32
doi:10.18739/A21V50,eml://ecoinformatics.org/eml-2.1.1,2017-08-08T21:13:46.863Z,urn:node:ARCTIC,0.425,0.73,0.43,0.12,0.2,doi:10.18739/A2064R,urn:uuid:5f8bb387-42d8-48cc-a6bf-8af711d0ea1f,urn:uuid:b383b04b-f712-40ee-8777-d789b5700b8e
doi:10.18739/A2X220,eml://ecoinformatics.org/eml-2.1.1,2017-08-08T21:19:53.205Z,urn:node:ARCTIC,0.425,0.73,0.43,0.12,0.2,doi:10.18739/A2VH2V,urn:uuid:16230c95-6b66-4865-8ede-d3e14c1dc895,urn:uuid:4183d4b9-1fa0-4bf2-89eb-7fed0d30e751
urn:uuid:cf7bda48-9544-4280-bfe0-2218e98b9244,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T22:29:33.837Z,urn:node:ARCTIC,0.43589744,0.79,0.43,0.12,0.2,urn:uuid:3e1b52e3-4b6d-4e4e-b17f-89687fbbff18,urn:uuid:6146dbf2-e985-41fe-b147-85dbe6388273,urn:uuid:92db1bac-11eb-4280-9f10-5e1752623d05
doi:10.18739/A2H228,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T20:58:45.578Z,urn:node:ARCTIC,0.425,0.73,0.43,0.12,0.2,doi:10.18739/A2J32X,doi:10.18739/A2KW57J68,urn:uuid:128af7e7-6d00-4241-aa10-baa69ba454a6
doi:10.18739/A2MR57,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T19:55:43.744Z,urn:node:ARCTIC,0.43589744,0.79,0.43,0.12,0.2,doi:10.18739/A2PN7K,urn:uuid:1756f966-41f4-408f-af52-925f2e410e7c,urn:uuid:287cc3fa-5a00-40ef-80d1-95b5366b2b08
urn:uuid:0959f562-2bc2-47a1-b8e0-155651f32d77,eml://ecoinformatics.org/eml-2.1.1,2017-08-07T17:37:38.322Z,urn:node:ARCTIC,0.80487806,0.93,0.57,0.89,0.73,arctic-data.9870.2,arctic-data.9869.1,urn:uuid:5b43e85f-1d8c-44bb-af75-6a04e6203df9
urn:uuid:08dbaf6a-e70b-4db0-aa0c-ee5c1f6b7c7d,eml://ecoinformatics.org/eml-2.1.1,2017-08-08T17:40:57.772Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:9b9a729b-5cc0-44f9-9f43-072e731ea0ac,doi:10.18739/A26M3343V,urn:uuid:b5074ddf-5bff-4ec9-bb2b-af3f45b88202
urn:uuid:4c71edaf-7948-47d6-ac5b-267d74b03dd0,eml://ecoinformatics.org/eml-2.1.1,2017-08-08T21:46:40.886Z,urn:node:ARCTIC,0.65,0.86,0.57,0.67,0.4,urn:uuid:62b97ba5-1b0c-44c4-bdc9-b4d502cb466e,urn:uuid:a3e9bc99-54eb-424f-a491-b59c141d8aac,arctic-data.13809.1
urn:uuid:bf3941ca-43e9-4be8-9122-da4497d5c536,eml://ecoinformatics.org/eml-2.1.1,2017-08-09T17:41:46.214Z,urn:node:ARCTIC,0.73170733,0.93,0.57,0.67,0.64,arctic-data.14037.1,urn:uuid:0c072b95-3ead-45f2-8797-357dd564c072,arctic-data.14037.1
urn:uuid:4cefadbd-82cc-4d3a-977b-c83ad0af230e,eml://ecoinformatics.org/eml-2.1.1,2017-08-09T23:23:16.909Z,urn:node:ARCTIC,0.65,0.86,0.57,0.67,0.4,urn:uuid:e442e003-f455-4cbb-83e6-c1f377c5c39f,urn:uuid:8f010f7f-bcc7-4c1c-8055-064a15551183,arctic-data.13809.1
doi:10.18739/A28B9H,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T18:51:36.920Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2T03R,,urn:uuid:b17e51b1-2c38-4ec9-9fd7-8d53dd5b9302
doi:10.18739/A2NJ77,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T16:51:12.639Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2XP5B,doi:10.18739/A2TD9N84J,urn:uuid:7cb5b4c8-0a72-413d-8f20-f6829beabd47
doi:10.18739/A2D23Q,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T17:45:20.817Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A26603,,urn:uuid:d715617f-a82b-4595-88ed-d0dfd867a405
doi:10.18739/A2XV52,eml://ecoinformatics.org/eml-2.1.1,2017-08-12T00:36:58.169Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2691H,,urn:uuid:59db08a7-526a-4f52-a6a3-2b653506dc38
doi:10.18739/A26C0T,eml://ecoinformatics.org/eml-2.1.1,2017-08-11T22:10:17.098Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2KG89,,urn:uuid:51791e4f-af6a-4b1e-b199-c50d9b0b170e
doi:10.18739/A2B51C,eml://ecoinformatics.org/eml-2.1.1,2017-08-11T20:52:25.612Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2932R,,urn:uuid:2d14d92c-5911-44f6-b5fa-2d747c75c21b
doi:10.18739/A2W22P,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T21:59:53.076Z,urn:node:ARCTIC,0.7804878,0.93,0.57,0.89,0.64,urn:uuid:5d9cb47c-865e-435a-a8f5-e1646cb59398,urn:uuid:de4e4eb7-6be5-46ff-906c-4b4960475bc3,arctic-data.13958.1
doi:10.18739/A2MN7Z,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T22:10:28.194Z,urn:node:ARCTIC,0.80487806,0.93,0.57,1.0,0.64,urn:uuid:2d06a95d-fcf0-4227-8e9e-dd58c12becd9,urn:uuid:18b85191-9264-4bf3-b497-e5dc3a728e24,arctic-data.13971.1
doi:10.18739/A2QB9J,eml://ecoinformatics.org/eml-2.1.1,2017-08-10T23:14:02.099Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2C03Q,,urn:uuid:658e9645-bee2-4ffc-81d2-aadc9f267033
urn:uuid:1b482811-a922-468c-bd89-ca9fb0afa47e,eml://ecoinformatics.org/eml-2.1.1,2017-08-14T22:03:15.461Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:964b695a-8319-4ba7-b682-9c3bad2e5a97,urn:uuid:5c9d8417-0837-4443-9a47-89d48e5a2480,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
doi:10.18739/A25F87,eml://ecoinformatics.org/eml-2.1.1,2017-08-14T18:48:04.514Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2ZS62,,urn:uuid:9560245a-6acb-420c-933c-bb20f448b5f9
doi:10.18739/A2WZ4D,eml://ecoinformatics.org/eml-2.1.1,2017-08-14T19:19:02.824Z,urn:node:ARCTIC,0.8292683,0.93,0.57,1.0,0.73,urn:uuid:48d5ad68-d714-4253-b967-50cb905709a4,doi:10.18739/A2JW86N5J,urn:uuid:23acf3bd-27c7-4736-a6ef-c141698d66b8
doi:10.18739/A24F8X,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T17:13:38.430Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2XS6R,,urn:uuid:91f09aab-61fc-46ea-80b3-7f86d53a11e5
doi:10.18739/A2R513,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T18:41:58.161Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2W04R,,urn:uuid:6656ab51-92db-44b6-bc0c-a2a524c769b6
urn:uuid:8b4bb9c0-db9b-48c1-940d-15305091b775,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T15:57:07.305Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:5c9d8417-0837-4443-9a47-89d48e5a2480,urn:uuid:9caaabf6-f509-4d47-9286-4d5be7639e9f,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
doi:10.18739/A2VZ3Q,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T17:23:47.912Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2HK8Q,,urn:uuid:4ed5c857-09be-4f22-897c-531b5b87d499
doi:10.18739/A2MF88,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T18:50:36.721Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2T044,,urn:uuid:8132c197-4457-4168-b035-365c1e23411e
doi:10.18739/A23F8M,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T21:51:12.220Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2N905,doi:10.18739/A2Q81T,urn:uuid:ada0bb5f-b4d0-4854-b9e3-61de001af2ce
doi:10.18739/A2GR6C,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T20:02:49.442Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2P90G,,urn:uuid:0d01a707-12fa-45a8-9a43-a2b5b9355459
doi:10.18739/A2BZ32,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T20:13:28.984Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2R636,,urn:uuid:34a18e20-3ab5-43fd-be59-53f8b2ba9a16
doi:10.18739/A2Q81T,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T23:57:15.656Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A23F8M,,urn:uuid:ada0bb5f-b4d0-4854-b9e3-61de001af2ce
doi:10.18739/A2P804,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T19:34:02.510Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A28P76,,urn:uuid:364d0bbb-52f5-4938-a284-cb48ea45b968
urn:uuid:de390425-cd7f-4028-a3de-39b88e25ab0f,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T20:43:36.705Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:71715163-cc7b-43f4-8ff0-cb94ac203e04,urn:uuid:51684612-c330-4e2b-9e6c-d039fee8455d,urn:uuid:71715163-cc7b-43f4-8ff0-cb94ac203e04
doi:10.18739/A2781G,eml://ecoinformatics.org/eml-2.1.1,2017-08-15T20:16:30.723Z,urn:node:ARCTIC,0.7804878,0.93,0.57,0.89,0.64,doi:10.18739/A20V49,urn:uuid:71e2341b-8dfc-4a59-8a6b-25881d9af003,arctic-data.13963.1
urn:uuid:3b48c4a8-dd21-46e3-a558-405a3932d6db,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T21:01:09.369Z,urn:node:ARCTIC,0.43589744,0.86,0.29,0.12,0.2,,urn:uuid:4d6a6ed7-c30f-4398-b86c-147346acdbb4,urn:uuid:3b48c4a8-dd21-46e3-a558-405a3932d6db
doi:10.18739/A2FR5P,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T16:41:25.207Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2GS5B,,urn:uuid:1a43c696-a458-45d7-8f34-bfeb376894d9
doi:10.18739/A2680S,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T18:00:11.436Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2Q915,,urn:uuid:bc9ea7dc-876a-4c1e-b83b-e09700eed5ba
doi:10.18739/A22F9P,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T18:54:57.613Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2590T,,urn:uuid:5d962555-830e-46a3-a102-497914e0af11
doi:10.18739/A29Z3R,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T17:57:02.866Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2790F,,urn:uuid:9b9c85d5-2487-4093-86d3-cdf5a87cae03
urn:uuid:71715163-cc7b-43f4-8ff0-cb94ac203e04,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T20:35:38.004Z,urn:node:ARCTIC,0.43589744,0.86,0.29,0.12,0.2,,urn:uuid:de390425-cd7f-4028-a3de-39b88e25ab0f,urn:uuid:71715163-cc7b-43f4-8ff0-cb94ac203e04
urn:uuid:0c072b95-3ead-45f2-8797-357dd564c072,eml://ecoinformatics.org/eml-2.1.1,2017-08-16T20:24:23.556Z,urn:node:ARCTIC,0.7380952,0.93,0.57,0.67,0.64,urn:uuid:bf3941ca-43e9-4be8-9122-da4497d5c536,urn:uuid:140e75df-f6bd-4992-8802-b70297f59b65,arctic-data.14037.1
urn:uuid:242d194f-a288-4e6a-80eb-53fbd98c422a,eml://ecoinformatics.org/eml-2.1.1,2017-08-17T16:00:43.173Z,urn:node:ARCTIC,0.46153846,0.86,0.43,0.12,0.2,urn:uuid:9caaabf6-f509-4d47-9286-4d5be7639e9f,urn:uuid:cd361dcc-3961-41a5-8e49-1a958c737b4c,urn:uuid:df8f80e7-680a-40f7-b9a3-150cf4d20926
doi:10.18739/A2WR4B,eml://ecoinformatics.org/eml-2.1.1,2017-08-17T16:37:05.731Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,doi:10.18739/A2VG95,,urn:uuid:71ef2bf5-7683-4974-b183-974320a006b9
