pid,formatId,dateUploaded,datasource,scoreOverall,scoreFindable,scoreAccessible,scoreInteroperable,scoreReusable,obsoletes,obsoletedBy,sequenceId
urn:uuid:804421ee-6f4f-48fe-ac0f-86ecebd2d5e4,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:28:28.179Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:219e4073-1dfa-43d7-8cb3-c6c665b949f4,doi:10.18739/A2M28G,arctic-data.10144.1
urn:uuid:25a46d17-3dbd-4420-8ac6-259a522dc74f,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T19:56:18.372Z,urn:node:ARCTIC,0.51282054,0.86,0.57,0.12,0.3,,arctic-data.14757.1,urn:uuid:25a46d17-3dbd-4420-8ac6-259a522dc74f
urn:uuid:754d5715-aa64-4ac7-84d7-26869c42a60d,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T18:25:56.639Z,urn:node:ARCTIC,0.8780488,1.0,0.71,1.0,0.73,urn:uuid:90dc95bf-adf3-48c9-93a0-754636a633e4,urn:uuid:26e28b4a-1049-41df-b733-3b1a988cdd6e,urn:uuid:25a46d17-3dbd-4420-8ac6-259a522dc74f
urn:uuid:a7a8ae5f-e4d9-4fd7-b8e7-ecb0468bcea0,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:29:11.666Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:739786db-50d0-4cf2-89fa-bc786515e9ad,urn:uuid:f92f7632-87ed-432c-b77e-fe2a2b2dc266,arctic-data.14404.1
urn:uuid:bc92c787-8c8a-4904-840c-f44debf56e54,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:29:54.624Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:32cda282-0ee4-4f84-a9b0-c52bef877142,urn:uuid:bbd043fe-97c3-42b6-8f40-0240c81c9a7b,arctic-data.14408.1
urn:uuid:7213c7bd-7e72-444b-a29d-2d0f75b7a4a1,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:30:37.517Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:c3909cb0-03bd-42b4-9f13-590ca43cd44b,urn:uuid:02ff1f6d-8768-4cda-ab69-b4dee857df69,arctic-data.14400.1
urn:uuid:7ce7b371-87b4-4b8f-a80a-a54df124f97f,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:27:45.270Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:675b8d15-2762-40dc-b43f-04ba5db043ee,doi:10.18739/A2GK4W,arctic-data.10130.1
urn:uuid:43eae6fe-4152-4248-9374-52c0818441f8,eml://ecoinformatics.org/eml-2.1.1,2018-04-18T23:21:17.490Z,urn:node:ARCTIC,0.8333333,1.0,0.57,0.89,0.73,urn:uuid:ee5ff30f-5cb6-41bb-82a0-7f89b693a9e2,urn:uuid:e9877ecc-021c-4920-bd9f-23b0854d7952,urn:uuid:2204af1f-42a2-4f8e-9946-f9d7ab0cdff9
urn:uuid:c407cdd9-f52b-4247-b6f1-4297e8e8424e,eml://ecoinformatics.org/eml-2.1.1,2018-04-24T19:28:32.833Z,urn:node:ARCTIC,0.64102566,0.92,0.57,0.67,0.3,urn:uuid:9b057cce-d136-4b43-9de6-a5d9b2ad5f59,urn:uuid:9c5320a4-ad63-4e08-8cf6-a9b62206c9c8,urn:uuid:287cc3fa-5a00-40ef-80d1-95b5366b2b08
urn:uuid:3cd6f542-3db3-4e92-b9e8-4e903324ef12,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:48:00.849Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A2258J,urn:uuid:3cd6f542-3db3-4e92-b9e8-4e903324ef12
urn:uuid:ab6561d0-18f5-467a-b79b-5ed9a06368be,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:44:50.862Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A25W0P,urn:uuid:ab6561d0-18f5-467a-b79b-5ed9a06368be
urn:uuid:8eaec7a9-a822-46b6-b192-509ec1864ac9,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:41:04.628Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A2J87J,urn:uuid:8eaec7a9-a822-46b6-b192-509ec1864ac9
urn:uuid:cc2ebacb-c463-4aee-8d27-9a0e327f22fc,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:37:11.624Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A2PS22,urn:uuid:cc2ebacb-c463-4aee-8d27-9a0e327f22fc
urn:uuid:cf68ceab-e9e3-43f9-8e84-1627d4b01950,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:49:02.951Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A2XC6M,urn:uuid:cf68ceab-e9e3-43f9-8e84-1627d4b01950
urn:uuid:d652282d-7185-470a-bccc-d223c91eb772,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:42:01.790Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A27S21,urn:uuid:d652282d-7185-470a-bccc-d223c91eb772
urn:uuid:4036f8f4-0e3e-4e18-97bd-5121765c36cf,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:43:30.738Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A29K4B,urn:uuid:4036f8f4-0e3e-4e18-97bd-5121765c36cf
urn:uuid:9d3bccc5-c56f-4898-9026-57ae6f4c6ca0,eml://ecoinformatics.org/eml-2.1.1,2018-04-25T23:50:14.132Z,urn:node:ARCTIC,0.51282054,0.93,0.43,0.12,0.3,,doi:10.18739/A2SC4M,urn:uuid:9d3bccc5-c56f-4898-9026-57ae6f4c6ca0
urn:uuid:235b26eb-26a8-4e4b-8841-b6803b9dddb5,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T19:18:40.299Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,urn:uuid:55a8c780-4284-43c7-96b8-bf778026c40a,urn:uuid:60d15bbc-aa55-4b4d-a5d8-fc2892e35b70,urn:uuid:fa93fd12-72c1-486b-8f78-64ea8ae22b3b
urn:uuid:079b55c2-61fd-41c7-bde5-5a72111caa73,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T19:35:27.838Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,urn:uuid:952e2bbf-e7e9-45d2-94ff-9a238e0e4f38,urn:uuid:e59e05b0-c348-4c40-9423-9bdf721c2dd0,urn:uuid:952e2bbf-e7e9-45d2-94ff-9a238e0e4f38
urn:uuid:fd8f64c5-1e2d-4743-a88d-9330579ebd10,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T18:32:57.062Z,urn:node:ARCTIC,0.8292683,1.0,0.43,1.0,0.73,urn:uuid:772e947a-129f-4e54-863c-9edf742187f4,urn:uuid:f2b292f8-c004-4443-8f8f-5357db307c43,arctic-data.14771.1
urn:uuid:e188e635-0e38-4d6b-a6cb-ba0807fcf328,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T19:51:39.381Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,,urn:uuid:f0c2d68f-7e89-4a07-98ee-7309f6ed1a92,urn:uuid:e188e635-0e38-4d6b-a6cb-ba0807fcf328
urn:uuid:952e2bbf-e7e9-45d2-94ff-9a238e0e4f38,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T19:34:22.210Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,,urn:uuid:079b55c2-61fd-41c7-bde5-5a72111caa73,urn:uuid:952e2bbf-e7e9-45d2-94ff-9a238e0e4f38
urn:uuid:fa93fd12-72c1-486b-8f78-64ea8ae22b3b,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T18:49:26.808Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,,urn:uuid:55a8c780-4284-43c7-96b8-bf778026c40a,urn:uuid:fa93fd12-72c1-486b-8f78-64ea8ae22b3b
urn:uuid:49fb8ba9-7740-4275-bcdb-87ab6fa79f54,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T20:15:32.250Z,urn:node:ARCTIC,0.45945945,0.83,0.43,0.12,0.3,,urn:uuid:063babcc-fda9-434c-bb1f-ff75e81c43ed,urn:uuid:49fb8ba9-7740-4275-bcdb-87ab6fa79f54
urn:uuid:291809a4-410c-4e3e-afb4-6ebd4d061e6a,eml://ecoinformatics.org/eml-2.1.1,2018-05-07T19:15:56.386Z,urn:node:ARCTIC,0.80487806,1.0,0.43,0.89,0.73,urn:uuid:d2de72b6-a42a-4771-b756-8110fa9cb233,urn:uuid:5fb972a2-f777-4b07-8a42-f798708e9247,arctic-data.14785.1
urn:uuid:53dd485f-0e4a-439c-bd4d-4fb4081b8b0a,eml://ecoinformatics.org/eml-2.1.1,2018-05-07T17:23:49.479Z,urn:node:ARCTIC,0.75609756,0.93,0.43,0.89,0.64,urn:uuid:51d1d13d-0be0-47af-abce-d16ec4c07bd8,urn:uuid:52230890-0be9-46c8-b644-1e47741a7dbc,arctic-data.14785.1
urn:uuid:025824fc-e079-4410-b032-73b76f00ce15,eml://ecoinformatics.org/eml-2.1.1,2018-05-07T18:36:03.655Z,urn:node:ARCTIC,0.7804878,1.0,0.43,0.89,0.64,urn:uuid:44f65412-9b8e-44b1-ab29-c7026dac1059,urn:uuid:61bf21fe-6627-4094-bb54-d463028c2d03,arctic-data.14785.1
urn:uuid:903ce2b6-11c6-4331-9fd9-5a863dc84a5a,eml://ecoinformatics.org/eml-2.1.1,2018-05-07T18:49:31.780Z,urn:node:ARCTIC,0.80487806,1.0,0.43,0.89,0.73,urn:uuid:8b89afd2-b8c4-4147-a501-6d92e2bf70f7,urn:uuid:d2de72b6-a42a-4771-b756-8110fa9cb233,arctic-data.14785.1
urn:uuid:41ae70df-8fdc-45e3-9886-5b7151be598f,eml://ecoinformatics.org/eml-2.1.1,2018-05-09T21:06:45.510Z,urn:node:ARCTIC,0.7804878,0.86,0.57,0.89,0.73,urn:uuid:f2096e8b-c69a-43d4-8798-532afd412f11,urn:uuid:8af3da03-a201-4ba3-bb60-34424402834e,arctic-data.14789.1
urn:uuid:d5aadf72-d550-4314-8b99-659b8cd6f490,eml://ecoinformatics.org/eml-2.1.1,2018-05-09T18:32:41.593Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,urn:uuid:8bd29d79-ec79-4f27-b1e6-6ddaceb54ed7,urn:uuid:d5e96c25-b3b1-4a1a-9ea8-2977922e2151,arctic-data.14785.1
urn:uuid:4bb3c129-71bb-49d1-b166-fbf4b9dd9f7d,eml://ecoinformatics.org/eml-2.1.1,2018-05-09T23:00:40.494Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,urn:uuid:63ab4c5f-4f95-40ee-a198-c69f0952d4ee,urn:uuid:b8268f49-95e5-43e8-ba29-9dca0831c339,arctic-data.14785.1
urn:uuid:8bd29d79-ec79-4f27-b1e6-6ddaceb54ed7,eml://ecoinformatics.org/eml-2.1.1,2018-05-09T17:55:04.297Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,urn:uuid:5fb972a2-f777-4b07-8a42-f798708e9247,urn:uuid:d5aadf72-d550-4314-8b99-659b8cd6f490,arctic-data.14785.1
urn:uuid:24d19834-d319-44f1-9b15-03629ed87f3d,eml://ecoinformatics.org/eml-2.1.1,2018-05-11T20:05:00.126Z,urn:node:ARCTIC,0.7804878,0.86,0.57,0.89,0.73,urn:uuid:4ffa5d06-883a-46ea-b723-dfaf3615ab58,doi:10.18739/A28C6Q,arctic-data.14789.1
urn:uuid:c817e8f5-bc7c-447a-be24-dc583e5b0141,eml://ecoinformatics.org/eml-2.1.1,2018-05-14T23:11:11.465Z,urn:node:ARCTIC,0.64102566,0.92,0.43,0.67,0.4,urn:uuid:07e705ab-aeea-4210-bb33-160db241d0e8,doi:10.18739/A2WW76Z78,arctic-data.14790.1
urn:uuid:18049e49-bcd5-4e46-aacc-211a54ea8259,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T22:10:48.998Z,urn:node:ARCTIC,0.76744187,0.94,0.43,0.89,0.64,urn:uuid:e3708b3c-2a47-42fd-894f-c1b63488bbef,urn:uuid:38f0dce1-26b3-405d-a93f-f294edf4dce6,arctic-data.14666.1
urn:uuid:38090c8d-c97d-4ee3-9d05-9ce1d3b4d5b2,eml://ecoinformatics.org/eml-2.1.1,2018-05-17T21:25:06.886Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,urn:uuid:bbeb7ec4-c305-45cb-a737-0e80663dc23e,urn:uuid:5d46c729-460d-4ba8-b615-fce50215e12e,arctic-data.14800.1
urn:uuid:38f0dce1-26b3-405d-a93f-f294edf4dce6,eml://ecoinformatics.org/eml-2.1.1,2018-05-03T22:14:59.336Z,urn:node:ARCTIC,0.76744187,0.94,0.43,0.89,0.64,urn:uuid:18049e49-bcd5-4e46-aacc-211a54ea8259,urn:uuid:99dd1197-fa73-4e09-a46c-5062902bd2af,arctic-data.14666.1
urn:uuid:1b15686a-475f-4813-ba5c-7cb9cc3bb971,eml://ecoinformatics.org/eml-2.1.1,2018-05-17T20:27:05.890Z,urn:node:ARCTIC,0.7804878,0.93,0.43,0.89,0.73,urn:uuid:224b37d3-ba50-40d3-9ac2-5dce2e5916c0,urn:uuid:86c232db-af4e-4601-b197-d3c624a53314,arctic-data.14800.1
urn:uuid:86c232db-af4e-4601-b197-d3c624a53314,eml://ecoinformatics.org/eml-2.1.1,2018-05-17T20:50:06.665Z,urn:node:ARCTIC,0.7804878,0.93,0.43,0.89,0.73,urn:uuid:1b15686a-475f-4813-ba5c-7cb9cc3bb971,urn:uuid:44c11912-4bb9-4247-b69b-ff099b013eab,arctic-data.14800.1
urn:uuid:91c0d83a-aaca-41f4-b4f6-c93de6e26381,eml://ecoinformatics.org/eml-2.1.1,2018-05-17T21:42:48.694Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,urn:uuid:5d46c729-460d-4ba8-b615-fce50215e12e,urn:uuid:7b931a84-26bb-4b5d-93d1-e5474ee369f2,arctic-data.14800.1
arctic-data.14804.1,eml://ecoinformatics.org/eml-2.1.1,2018-05-17T23:00:00.000Z,urn:node:ARCTIC,0.58536583,0.8,0.29,0.67,0.4,,urn:uuid:7fe7cece-c17c-4cdd-b49b-c4a4dbf82bb1,arctic-data.14804.1
urn:uuid:d92416cf-11f4-457c-aaf7-64f658297257,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T16:45:43.879Z,urn:node:ARCTIC,0.475,0.87,0.43,0.12,0.2,urn:uuid:fc36acda-4707-4a34-bc44-eec4314c6ab3,urn:uuid:eb608ffe-acec-46cb-9c1d-c93642a43535,urn:uuid:aaa11cd9-c2e8-44c7-bdbb-d3ff1209915d
urn:uuid:19301211-1f0f-45f9-87ca-0b73a96ae592,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T20:46:25.589Z,urn:node:ARCTIC,0.3888889,0.64,0.43,0.12,0.3,urn:uuid:025b03f7-8140-455f-9985-761f3fbc235a,doi:10.18739/A2W950M9N,urn:uuid:025b03f7-8140-455f-9985-761f3fbc235a
urn:uuid:c658b953-8c51-4348-94a5-1bd4fee15798,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T20:00:53.304Z,urn:node:ARCTIC,0.3888889,0.64,0.43,0.12,0.3,urn:uuid:ecc8795e-690b-416a-b77d-19b293b7332b,doi:10.18739/A24T6F283,urn:uuid:ecc8795e-690b-416a-b77d-19b293b7332b
urn:uuid:f5767f91-fc84-4f1e-aaf2-29c636fd94d1,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T20:18:51.149Z,urn:node:ARCTIC,0.3888889,0.64,0.43,0.12,0.3,,urn:uuid:d5b1648e-f856-4fd8-bed1-cba1c1543b23,urn:uuid:f5767f91-fc84-4f1e-aaf2-29c636fd94d1
urn:uuid:ecc8795e-690b-416a-b77d-19b293b7332b,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T19:44:11.907Z,urn:node:ARCTIC,0.3888889,0.64,0.43,0.12,0.3,,urn:uuid:c658b953-8c51-4348-94a5-1bd4fee15798,urn:uuid:ecc8795e-690b-416a-b77d-19b293b7332b
urn:uuid:2c0d63c8-add1-4822-b6e2-dc14f150147a,eml://ecoinformatics.org/eml-2.1.1,2018-05-22T19:48:30.716Z,urn:node:ARCTIC,0.7380952,0.87,0.29,0.89,0.73,urn:uuid:51b35113-3aad-4000-b517-7793195b38c2,urn:uuid:868b334c-96a4-444e-8578-10b72df7060c,arctic-data.14804.1
urn:uuid:b967bcf8-59d3-4f8a-884c-cb38a9d3158b,eml://ecoinformatics.org/eml-2.1.1,2018-05-24T23:31:58.331Z,urn:node:ARCTIC,0.6666667,0.92,0.57,0.67,0.4,urn:uuid:379bd77c-f654-4c81-98b8-dceae1d658cd,doi:10.18739/A2XP6V31W,urn:uuid:287cc3fa-5a00-40ef-80d1-95b5366b2b08
urn:uuid:1e2a7a4b-64de-46cc-85c2-a0876581cb8f,eml://ecoinformatics.org/eml-2.1.1,2018-05-29T19:06:03.446Z,urn:node:ARCTIC,0.6923077,1.0,0.57,0.67,0.4,urn:uuid:386d3aaf-466a-4831-a640-64390c15406d,doi:10.18739/A26688J13,urn:uuid:a4b5e1ad-0d46-4d82-ab29-69fa0ea90a9e
urn:uuid:d82425e4-eccf-456d-8311-690e51370870,eml://ecoinformatics.org/eml-2.1.1,2018-05-29T18:03:33.549Z,urn:node:ARCTIC,0.6315789,0.92,0.57,0.67,0.3,doi:10.18739/A2J57H,doi:10.18739/A2QV3C348,urn:uuid:d0ca85fb-14e0-4185-907f-a9c6ec955de3
urn:uuid:9986e8ed-feb8-41d7-9f85-bf95e63c0614,eml://ecoinformatics.org/eml-2.1.1,2018-05-31T17:44:08.300Z,urn:node:ARCTIC,0.75609756,0.85,0.75,0.89,0.55,urn:uuid:748c54d5-2f54-4feb-809f-56ed15089965,urn:uuid:e28133a4-0506-4270-94b6-b4acc7a71a11,urn:uuid:d21a53b0-553d-405e-89b1-c7e3ffb5d936
urn:uuid:fce99360-4f64-4802-a16f-8790df45b954,eml://ecoinformatics.org/eml-2.1.1,2018-05-16T18:07:49.074Z,urn:node:ARCTIC,0.8095238,1.0,0.57,0.89,0.64,urn:uuid:aa38f964-8af4-4baf-9120-fd9ba4c6a8e2,urn:uuid:4fca677d-41f0-41ec-8ebe-58f93b3678d6,arctic-data.14666.1
urn:uuid:b4ea580e-ab3a-4bc9-bc3a-fd5b433b75eb,eml://ecoinformatics.org/eml-2.1.1,2018-05-31T21:45:45.267Z,urn:node:ARCTIC,0.6666667,0.83,0.29,0.78,0.64,urn:uuid:8ca79a5b-08ba-43b6-b5f2-7a298d2a8883,urn:uuid:71cc9b44-037e-4604-b219-96ec7dd6d44f,urn:uuid:f581fe97-d660-467e-b332-80e40376bd3b
urn:uuid:aa38f964-8af4-4baf-9120-fd9ba4c6a8e2,eml://ecoinformatics.org/eml-2.1.1,2018-05-16T17:42:40.265Z,urn:node:ARCTIC,0.8095238,1.0,0.57,0.89,0.64,urn:uuid:99dd1197-fa73-4e09-a46c-5062902bd2af,urn:uuid:fce99360-4f64-4802-a16f-8790df45b954,arctic-data.14666.1
urn:uuid:b08c6031-0d12-4678-94e9-8068b2fd1ca6,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T19:34:16.777Z,urn:node:ARCTIC,0.7804878,0.85,0.75,0.89,0.64,urn:uuid:6e07c056-ca21-48a5-8939-1d5377e4c269,urn:uuid:c4d38872-b149-4569-9462-769d596df974,urn:uuid:96fa5b7a-0cc9-4e15-996b-25fa59b0b141
urn:uuid:f6a810f2-6ffd-4042-be47-b9224a4aef90,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T19:18:46.140Z,urn:node:ARCTIC,0.3611111,0.64,0.43,0.12,0.2,doi:10.18739/A2T727F6D,urn:uuid:e9222191-34eb-4644-be24-75cde9f51bfb,urn:uuid:6484d0c5-a2a8-462d-b8de-4f8314da49f9
urn:uuid:cb7f321f-ea45-49c8-8dcd-e48f06f48fb0,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T19:15:28.546Z,urn:node:ARCTIC,0.5897436,0.73,0.57,0.56,0.5,urn:uuid:649ad67c-8599-4163-895c-0a6ad3bc45cd,doi:10.18739/A2T727F6D,urn:uuid:6484d0c5-a2a8-462d-b8de-4f8314da49f9
urn:uuid:d5810c3a-8f3c-4d7a-8d7e-d51984bd5fce,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T19:25:32.277Z,urn:node:ARCTIC,0.675,0.85,0.75,0.67,0.4,urn:uuid:fadb6e64-ca6e-493b-bd28-7451d0b8a714,urn:uuid:c64d90a0-0527-4117-ad91-273217f91e6c,urn:uuid:854c084c-2537-4fc7-89ee-6a39f8338e71
urn:uuid:3d0ef217-bb0f-4f26-8644-4a6d52e02884,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T19:33:05.867Z,urn:node:ARCTIC,0.7804878,0.85,0.75,0.89,0.64,urn:uuid:546c779f-e3ce-4cbd-92a7-45a9fcff3958,urn:uuid:6c0a9fc0-6e3c-48ad-a74f-908e2258d133,urn:uuid:949af711-855e-4924-b2dc-da0ff4215937
urn:uuid:dc199b4e-a6c3-427c-bee0-2dec95f78299,eml://ecoinformatics.org/eml-2.1.1,2018-06-04T16:49:14.332Z,urn:node:ARCTIC,0.5641026,1.0,0.43,0.44,0.2,,urn:uuid:5a3f5b4f-6949-4e31-b669-5aa3235d7105,urn:uuid:dc199b4e-a6c3-427c-bee0-2dec95f78299
arctic-data.14815.1,eml://ecoinformatics.org/eml-2.1.1,2018-06-01T23:00:00.000Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,,,arctic-data.14815.1
urn:uuid:330cb07b-d37a-4b2f-a634-408ddda229c4,eml://ecoinformatics.org/eml-2.1.1,2018-06-05T16:24:54.364Z,urn:node:ARCTIC,0.675,0.85,0.75,0.67,0.4,urn:uuid:c64d90a0-0527-4117-ad91-273217f91e6c,doi:10.18739/A2PC2T80F,urn:uuid:854c084c-2537-4fc7-89ee-6a39f8338e71
urn:uuid:d7bee190-ed98-4416-b3d3-7d6e0528df05,eml://ecoinformatics.org/eml-2.1.1,2018-06-05T16:47:54.067Z,urn:node:ARCTIC,0.575,0.93,0.43,0.44,0.3,urn:uuid:afb3dd56-6a50-4cdc-8c1f-8ae22f2730db,urn:uuid:ed86c9be-95e9-42c4-af51-fb3b23d80785,urn:uuid:4bb79504-cd46-4592-ac59-5f8cb22fb89c
urn:uuid:70c1fcab-5d6d-48b2-8c1d-147a50466ac3,eml://ecoinformatics.org/eml-2.1.1,2018-06-05T16:16:34.690Z,urn:node:ARCTIC,0.7804878,0.85,0.75,0.89,0.64,urn:uuid:633c5d4f-f025-455b-af8d-87e7493be34f,doi:10.18739/A22J6839K,urn:uuid:d21a53b0-553d-405e-89b1-c7e3ffb5d936
urn:uuid:ed86c9be-95e9-42c4-af51-fb3b23d80785,eml://ecoinformatics.org/eml-2.1.1,2018-06-05T16:50:02.951Z,urn:node:ARCTIC,0.575,0.93,0.43,0.44,0.3,urn:uuid:d7bee190-ed98-4416-b3d3-7d6e0528df05,urn:uuid:94e0f3e9-5231-4c4f-8376-1fcb170a0f78,urn:uuid:4bb79504-cd46-4592-ac59-5f8cb22fb89c
urn:uuid:c4d38872-b149-4569-9462-769d596df974,eml://ecoinformatics.org/eml-2.1.1,2018-06-05T16:22:59.329Z,urn:node:ARCTIC,0.7804878,0.85,0.75,0.89,0.64,urn:uuid:b08c6031-0d12-4678-94e9-8068b2fd1ca6,doi:10.18739/A2T14TP1V,urn:uuid:96fa5b7a-0cc9-4e15-996b-25fa59b0b141
urn:uuid:0c6e71da-7827-4ec4-9486-32745225b785,eml://ecoinformatics.org/eml-2.1.1,2018-06-11T20:19:39.148Z,urn:node:ARCTIC,0.74358976,0.92,0.57,0.78,0.64,urn:uuid:eab84584-7a51-458c-a2ba-1b1fb764e492,urn:uuid:31594477-7f26-4aa1-a5b8-5c6770044566,urn:uuid:e188e635-0e38-4d6b-a6cb-ba0807fcf328
urn:uuid:552badaa-f081-4e14-bddd-1bd24890c8c9,eml://ecoinformatics.org/eml-2.1.1,2018-06-12T23:24:45.266Z,urn:node:ARCTIC,0.51282054,0.85,0.43,0.44,0.2,urn:uuid:c17c38a1-172e-4887-9907-7515931982e7,urn:uuid:f9561b11-0175-4b11-8de4-d60560c548c6,urn:uuid:c17c38a1-172e-4887-9907-7515931982e7
urn:uuid:f357c21d-ffc0-4f39-b687-c58cf14f81e0,eml://ecoinformatics.org/eml-2.1.1,2018-06-11T19:36:06.798Z,urn:node:ARCTIC,0.74358976,0.92,0.57,0.78,0.64,urn:uuid:60d15bbc-aa55-4b4d-a5d8-fc2892e35b70,doi:10.18739/A2RX93C78,urn:uuid:fa93fd12-72c1-486b-8f78-64ea8ae22b3b
urn:uuid:86bc18c1-e881-497c-b7b6-02e16f4a61ed,eml://ecoinformatics.org/eml-2.1.1,2018-06-11T23:08:33.539Z,urn:node:ARCTIC,0.825,1.0,0.43,1.0,0.73,urn:uuid:8f32d77f-eaa9-4206-9620-fc66a5dedfb7,urn:uuid:48af2f1f-98ab-4f99-9fcb-d2aab61f3cc6,arctic-data.14830.1
urn:uuid:48af2f1f-98ab-4f99-9fcb-d2aab61f3cc6,eml://ecoinformatics.org/eml-2.1.1,2018-06-13T16:40:41.944Z,urn:node:ARCTIC,0.85,1.0,0.57,1.0,0.73,urn:uuid:86bc18c1-e881-497c-b7b6-02e16f4a61ed,doi:10.18739/A2P55DG3P,arctic-data.14830.1
urn:uuid:c17c38a1-172e-4887-9907-7515931982e7,eml://ecoinformatics.org/eml-2.1.1,2018-06-12T23:06:41.512Z,urn:node:ARCTIC,0.51282054,0.85,0.43,0.44,0.2,,urn:uuid:552badaa-f081-4e14-bddd-1bd24890c8c9,urn:uuid:c17c38a1-172e-4887-9907-7515931982e7
urn:uuid:588e9e97-30c3-44b0-9470-bd1c6c751e94,eml://ecoinformatics.org/eml-2.1.1,2018-06-04T23:01:45.295Z,urn:node:ARCTIC,0.8095238,0.93,0.43,1.0,0.73,urn:uuid:135ef24e-3c9a-482b-95b1-aff9e0aef396,urn:uuid:c756e33b-2bb1-4ec1-b68f-f476bf159983,urn:uuid:5cbcf179-7dc2-4a27-8ff0-27be1124409a
urn:uuid:7ca04414-3779-44ef-ad27-4227532fa433,eml://ecoinformatics.org/eml-2.1.1,2018-06-20T14:33:49.414Z,urn:node:ARCTIC,0.53846157,0.85,0.43,0.44,0.3,urn:uuid:5d079e68-17ff-4b6f-b768-2697e942d68f,urn:uuid:4c1611c7-c999-4da4-a2bf-9f3df6a95290,urn:uuid:39cfb9d0-d76b-4eda-b5e3-e2588bb61ef0
urn:uuid:59cff1ef-15a2-421d-a0e1-a5621c61d173,eml://ecoinformatics.org/eml-2.1.1,2018-06-20T14:28:22.873Z,urn:node:ARCTIC,0.53846157,0.85,0.43,0.44,0.3,urn:uuid:39cfb9d0-d76b-4eda-b5e3-e2588bb61ef0,urn:uuid:5d079e68-17ff-4b6f-b768-2697e942d68f,urn:uuid:39cfb9d0-d76b-4eda-b5e3-e2588bb61ef0
